9EQ3_A	8TFL_B
9EQ3_A	8ONK_A
9EQ3_A	8ONK_E
9EQ3_A	8ONK_J
9EQ3_A	8ONK_L
9EQ3_A	8ONI_A
9EQ3_A	8ONI_C
9EQ3_A	8P6I_E
9EQ3_A	8Y6I_C
9EQ3_A	8RMO_B
9EQ3_A	8TQA_C
9EQ3_A	8TQ7_F
9EQ3_A	8TQ7_H
9EQ3_A	8TQ9_C
9EQ3_A	8U1C_A
8OI2_A	8OI2_A
8OI2_A	8OI2_A
8OI2_B	8OI2_B
8OI2_B	8PIZ_B
8OI2_B	8RQF_D
8OI2_B	8PIZ_B
8OI2_B	8RQF_D
8OI2_B	8PJP_B
8OI2_B	8OI2_B
8OI2_B	8VYE_B
8OI2_B	8VYE_I
8OI2_B	8VYE_P
8OI2_B	8PIJ_B
8OI2_B	8XOF_D
8OI2_B	8VYF_B
8OI2_B	8JTW_B
8OI2_B	8JTY_B
8OI2_B	8B8I_A
8OI2_B	8B8I_B
8OI2_B	8B8I_C
8OI2_B	8B8I_D
8OI2_B	8B8I_E
8OI2_B	8B8I_F
8OI2_B	8B8I_G
8OI2_B	8B8I_H
8OI2_B	8JTX_B
8OI2_B	8OO1_B
8OI2_B	8OO1_D
8OI2_B	8PNU_D
8OI2_B	8PNU_E
8OI2_B	8PNU_F
8OI2_B	8PNU_J
8OI2_B	8PNU_K
8OI2_B	8PNU_L
8OI2_B	8PNV_D
8OI2_B	8PNV_E
8OI2_B	8PNV_F
8OI2_B	8PNV_J
8OI2_B	8PNV_K
8OI2_B	8PNV_L
8OI2_B	8OMZ_B
8OI2_B	8OMZ_D
8OI2_B	8VYE_F
8OI2_B	8VYE_M
8OI2_B	8VYE_T
8OI2_B	8VYF_D
9EQ3_C	9EQ3_C
9EQ3_C	9EQ4_C
9AXF_A	9AXF_A
9AXF_A	9AXF_B
9AXF_A	9AYF_A
9AXF_A	9AYF_B
9AXF_F	9AXF_F
9AXF_F	9AYF_C
9AXF_F	8X2K_E
9AXF_F	8J23_E
9AXF_F	8VY7_D
9AXF_F	8XOH_C
9AXF_F	8J6L_D
9AXF_F	8XOJ_C
9AXF_F	8IU2_E
9AXF_F	8VY9_D
9AXF_F	8IZ4_D
9AXF_F	8J6I_E
9AXF_F	8XOI_C
9AXF_F	8XOG_C
9AXF_F	8XGR_C
9AXF_F	9AXF_G
9AXF_F	8KHC_D
9AXF_F	8KHC_F
9AXF_F	8KHD_A
9AXF_F	8U1C_B
9AXF_F	8R4O_B
9AXF_F	8R4Q_B
9AXF_F	8R4Q_D
9AXF_F	8R4Q_F
9AXF_F	8R4Q_H
9AXF_F	8R4Q_J
9AXF_F	8R4Q_L
9AXF_F	8R4U_B
9AXF_F	8R4U_D
9AXF_F	8R4U_F
9AXF_F	8R4U_H
9AXF_F	8R4O_D
9AXF_F	8R4O_F
9AXF_F	8R4O_H
9AXF_F	8R4O_J
9AXF_F	8R4O_L
9AXF_F	8KHC_E
9AXF_F	8KHC_G
9AXF_F	8VYE_G
9AXF_F	8VYE_N
9AXF_F	8VYE_U
9AXF_F	8KHD_B
9AXF_F	8VYF_E
8VRS_A	8VRS_A
8VRS_A	8VRS_C
8VRS_B	8VRS_B
8VRS_B	8VRS_D
8VRS_B	8VRR_A
8UKY_C	8UKY_C
8UKY_C	8UKY_F
8OO1_A	8OO1_A
8OO1_A	8OO1_C
8OO1_A	8OMZ_A
8OO1_A	8OMZ_C
8SIC_C	8SIC_C
8SIC_C	8SIC_D
8SIC_C	8SGN_C
8X2K_A	8X2K_A
8J23_A	8J23_A
8PNU_A	8PNU_A
8PNU_A	8PNU_B
8PNU_A	8PNU_C
8PNU_A	8PNU_G
8PNU_A	8PNU_H
8PNU_A	8PNU_I
8PNU_A	8PNV_A
8PNU_A	8PNV_B
8PNU_A	8PNV_C
8PNU_A	8PNV_G
8PNU_A	8PNV_H
8PNU_A	8PNV_I
8J6F_C	8J6F_C
8J6F_D	8J6F_D
8TFH_A	8TFH_A
8TFH_A	8TFL_C
8TFH_B	8TFH_B
8TFH_B	8TFL_D
8XGR_A	8XGR_A
8XGR_A	9AXF_E
8XGR_A	9AYF_F
8XGR_A	8X2K_D
8XGR_A	8J23_B
8XGR_A	8J23_D
8XGR_A	8VY7_A
8XGR_A	8VY7_C
8XGR_A	8XOH_D
8XGR_A	8J6L_A
8XGR_A	8J6L_C
8XGR_A	8XOJ_D
8XGR_A	8IU2_B
8XGR_A	8IU2_D
8XGR_A	8XOF_C
8XGR_A	8VY9_C
8XGR_A	8IZ4_A
8XGR_A	8IZ4_C
8XGR_A	8J6I_B
8XGR_A	8J6I_D
8XGR_A	8XOI_D
8XGR_A	8XOG_D
8XGR_A	9AYF_D
8XGR_A	8X2K_B
8XGR_A	9AXF_C
8XGR_A	8XOH_A
8XGR_A	8XOJ_A
8XGR_A	8XOF_A
8XGR_A	8XOI_A
8XGR_A	8XOG_A
8XGR_A	8VY9_A
8XGR_D	8XGR_D
8XGR_D	8J6L_E
8XGR_D	8J6I_A
8XGR_E	8XGR_E
8TNN_A	8TNN_A
8TNN_A	8TNN_D
8TNN_A	8TNT_A
8TNN_B	8TNN_B
8TNN_B	8TNN_E
8TNN_B	8TNT_B
8TNN_C	8TNN_C
8TNN_C	8TNN_F
8TNN_C	8TNT_C
8TNN_C	8TOO_I
8TNN_C	8TOO_J
8TNN_C	8TOO_K
8TNN_C	8TOO_L
8Y6H_A	8Y6H_A
8Y6H_A	8Y6I_A
8Y6H_B	8Y6H_B
8Y6H_B	8TFH_D
8Y6H_B	8IQQ_A
8Y6H_B	8IQQ_C
8Y6H_B	8TFL_A
8Y6H_B	8ONK_B
8Y6H_B	8ONK_F
8Y6H_B	8ONK_I
8Y6H_B	8ONK_K
8Y6H_B	8ONI_B
8Y6H_B	8ONI_D
8Y6H_B	8TQ8_E
8Y6H_B	8TQ8_J
8Y6H_B	8IQS_A
8Y6H_B	8IQS_C
8Y6H_B	8P6I_C
8Y6H_B	8P6I_F
8Y6H_B	8TQA_D
8Y6H_B	8TQ7_G
8Y6H_B	8TQ7_I
8Y6H_B	8IQP_A
8Y6H_B	8IQP_C
8Y6H_B	8Y6I_B
8Y6H_B	8TQ9_D
8Y6H_B	8RMO_C
8Y6H_B	8TNT_F
8Y6H_B	8RQF_C
8Y6H_B	8RQF_C
8Y6H_B	9EQ3_B
8Y6H_B	9EQ3_E
8Y6H_B	8UKY_A
8Y6H_B	8UKY_D
8Y6H_B	8J6F_B
8Y6H_B	8UIW_E
8Y6H_B	8UIW_F
8Y6H_B	8W0X_C
8Y6H_B	8UTA_E
8Y6H_B	8UTA_F
8Y6H_B	8T0O_A
8Y6H_B	8W0V_C
8Y6H_B	8V52_C
8Y6H_B	8V52_E
8Y6H_B	8QZR_A
8Y6H_B	8QZR_D
8Y6H_B	9EQ4_B
8Y6H_B	9EQ4_E
8Y6H_B	8F2X_C
8Y6H_B	8W0Y_B
8Y6H_B	8W0Y_F
8Y6H_B	8W0W_C
8Y6H_B	8TOO_A
8Y6H_B	8TOO_C
8Y6H_B	8TOO_E
8Y6H_B	8TOO_F
8Y6H_B	8V7O_G
8Y6H_B	8U1S_C
8Y6H_B	8U1S_E
8Y6H_B	8U1S_G
8Y6H_B	8U1S_I
8Y6H_B	8U1S_C
8Y6H_B	8U1S_E
8Y6H_B	8U1S_G
8Y6H_B	8U1S_I
8Y6H_B	8U1Q_C
8Y6H_B	8VYE_C
8Y6H_B	8VYE_J
8Y6H_B	8VYE_Q
8Y6H_B	8VYE_E
8Y6H_B	8VYE_L
8Y6H_B	8VYE_S
8Y6H_B	8VYG_B
8Y6H_B	8V7O_H
8Y6H_B	8V7O_I
8Y6H_B	8VYF_C
8Y6H_B	8OG0_A
8Y6H_B	8SGG_B
8Y6H_B	8SIC_B
8Y6H_B	8SIC_F
8Y6H_B	8SGN_A
8Y6H_B	8SEF_B
8Y6H_B	8TNN_G
8Y6H_B	8TNN_I
8Y6H_B	8TNT_D
8Y6H_B	8SGG_D
8Y6H_B	8SGA_A
8W0X_A	8W0X_A
8W0X_A	8W0V_A
8W0X_A	8W0Y_C
8W0X_A	8W0Y_D
8W0X_A	8W0W_A
8JTW_A	8JTW_A
8JTW_A	8JTY_A
8JTW_A	8JTX_A
8VYE_A	8VYE_A
8VYE_A	8VYE_H
8VYE_A	8VYE_O
8VYE_A	8VYG_C
8VYE_A	8KHD_C
8VYE_A	8QZR_E
8VYE_A	8QZR_F
8VYE_A	8F2X_A
8VYE_A	8VYF_A
8VYE_A	8KHC_A
8VYE_A	8KHC_B
8VYE_A	8KHC_C
8XOH_E	8XOH_E
8XOH_E	8XOJ_E
8XOH_E	8XOF_E
8XOH_E	8XOI_E
8XOH_E	8XOG_E
8ONK_C	8ONK_C
8ONK_C	8ONK_G
8ONK_C	8ONI_E
8ONK_C	8ONI_G
8ONK_D	8ONK_D
8ONK_D	8ONK_H
8ONK_D	8ONI_F
8ONK_D	8ONI_H
8IU2_A	8IU2_A
8TQ8_A	8TQ8_A
8TQ8_A	8TQ8_F
8TQ8_A	8TQA_A
8TQ8_A	8TQ7_A
8TQ8_A	8TQ7_C
8TQ8_A	8TQ9_A
8TQ8_C	8TQ8_C
8TQ8_C	8TQ8_H
8TQ8_C	8TQ7_E
8TQ8_C	8TQ7_J
8TQ8_C	8TQ9_E
8V7O_A	8V7O_A
8V7O_A	8V7O_B
8V7O_A	8V7O_C
8IQS_B	8IQS_B
8IQS_B	8IQS_D
8IQS_B	8IQQ_B
8IQS_B	8IQQ_D
8IQS_B	8IQP_B
8IQS_B	8IQP_D
8IQS_B	8JG5_C
8IQS_B	8VYE_D
8IQS_B	8VYE_K
8IQS_B	8VYE_R
8IQS_B	8VYG_A
8IQS_B	8JG5_E
8IQS_B	8JG5_D
8IQS_B	8JG5_F
8P6I_A	8P6I_A
8P6I_A	8P6I_D
8VY9_B	8VY9_B
8VY9_B	9AXF_D
8VY9_B	9AYF_E
8VY9_B	8X2K_C
8VY9_B	8J23_C
8VY9_B	8XGR_B
8VY9_B	8VY7_B
8VY9_B	8XOH_B
8VY9_B	8J6L_B
8VY9_B	8XOJ_B
8VY9_B	8IU2_C
8VY9_B	8XOF_B
8VY9_B	8IZ4_B
8VY9_B	8J6I_C
8VY9_B	8XOI_B
8VY9_B	8XOG_B
8VY9_E	8VY9_E
8VY9_E	8VY7_E
8VY9_E	8IZ4_E
8JG5_A	8JG5_A
8JG5_A	8JG5_B
8JG5_A	8JG5_G
8OG0_C	8OG0_C
8R4Q_A	8R4Q_A
8R4Q_A	8R4Q_C
8R4Q_A	8R4Q_E
8R4Q_A	8R4Q_G
8R4Q_A	8R4Q_I
8R4Q_A	8R4Q_K
8R4Q_A	8R4U_A
8R4Q_A	8R4U_C
8R4Q_A	8R4U_E
8R4Q_A	8R4U_G
8R4Q_A	8R4O_A
8R4Q_A	8R4O_C
8R4Q_A	8R4O_E
8R4Q_A	8R4O_G
8R4Q_A	8R4O_I
8R4Q_A	8R4O_K
8V52_A	8V52_A
8V52_A	8V52_B
8TQA_E	8TQA_E
8B8I_I	8B8I_I
8B8I_I	8B8I_J
8B8I_I	8B8I_K
8B8I_I	8B8I_L
8B8I_I	8B8I_M
8B8I_I	8B8I_N
8B8I_I	8B8I_O
8B8I_I	8B8I_P
8TQ9_B	8TQ9_B
8TQ9_B	8TQ8_B
8TQ9_B	8TQ8_G
8TQ9_B	8TQA_B
8TQ9_B	8TQ7_B
8TQ9_B	8TQ7_D
8RMO_A	8RMO_A
